fornecedor_id,fornecedor,registros,valor_total,quantidade_total,instituicoes,fornecedores,preco_ponderado
04372020000144,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,569,32917790.795,134230811.0,109,1,0.24523274909662882
35472743000149,HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA,561,32603004.48,8732307.0,39,1,3.733607222009029
82225947000165,A G KIENEN & CIA LTDA,928,32441778.3605,83069109.0,121,1,0.3905396211785539
08958628000106,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,56,32212996.5468,4362661.0,5,1,7.383795474092532
21881617000133,AUDAX MED PRODUTOS MEDICOS HOSPITALARES LTDA,51,31909796.23,1516141.0,1,1,21.046720740353305
64171697000499,ACCORD FARMACEUTICA LTDA,35,31707049.0,21352340.0,9,1,1.4849449287525396
00088317000121,VICTORIA COMERCIO DE PRODUTOS HOSPITALARES LTDA,294,31455707.813,30090107.0,28,1,1.0453837140891524
03402979000384,M.N.P. CUSTODIO COMERCIO DE PRODUTOS HOSPITALARES LTDA,13,31036319.8,27994100.0,5,1,1.1086736062241687
18279039000155,JN-MAXIMED COMERCIO DE PRODUTOS HOSPITALARES LTDA.,4,30948404.5,1591444.0,2,1,19.44674427752406
31378288000166,MEDICAMENTAL HOSPITALAR LTDA,41,30639501.7342,89705022.0,17,1,0.3415583771240812
35186943000135,SINERGIA FARMACEUTICA LTDA,483,30620684.24,80286616.0,36,1,0.38139213938223526
28820255000110,"SUPREMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",513,30013819.83,1853532.0,13,1,16.19277133062715
