fornecedor_id,fornecedor,ocorrencias,rotulo
02911193000168,APOGEU CENTER COMERCIAL DE PRODUTOS HOSPITALARES E MEDICAMEN,116,APOGEU CENTER COMERCIAL  [F0230]
02916028000107,FRADEL-MED INDUSTRIA E COMERCIO DE APARELHOS MEDICOS LTDA,10,FRADEL-MED INDUSTRIA E C [F0231]
02921711000124,MIX COMERCIO LTDA,8,MIX COMERCIO LTDA [F0232]
02923414000118,SYSMEX DO BRASIL INDUSTRIA E COMERCIO LTDA,2,SYSMEX DO BRASIL INDUSTR [F0233]
02946060000127,PROLINE INDUSTRIA E COMERCIO LTDA,21,PROLINE INDUSTRIA E COME [F0234]
02949582000182,MEDICALWAY EQUIPAMENTOS MEDICOS LTDA,1,MEDICALWAY EQUIPAMENTOS  [F0235]
02955937000146,FORMED BR MATERIAIS MEDICOS E HOSPITALARES LTDA,3,FORMED BR MATERIAIS MEDI [F0236]
02956130000128,DIMENSAO DISTRIBUIDORA DE MEDICAMENTOS LTDA,100,DIMENSAO DISTRIBUIDORA D [F0237]
02956455000100,MARTELL COMERCIO DE PRODUTOS HOSPITALARES LTDA,7,MARTELL COMERCIO DE PROD [F0238]
02976237000138,VALENTE & CASARIN LTDA,1,VALENTE & CASARIN LTDA [F0239]
02977362000162,A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,1197,A COSTA COMERCIO ATACADI [F0240]
02985070000171,JOSILMED COMERCIO DE MATERIAL HOSPITALAR LTDA,2,JOSILMED COMERCIO DE MAT [F0241]
03019611000170,MEDICAL FARM NORTE COMERCIO LTDA,710,MEDICAL FARM NORTE COMER [F0242]
03021560000110,PREMIUM INDUSTRIA E COMERCIO LTDA,1,PREMIUM INDUSTRIA E COME [F0243]
03022656000101,PROFILATICA PRODUTOS ODONTO MEDICO HOSPITALARES S.A.,1,PROFILATICA PRODUTOS ODO [F0244]
03033345000130,LABNORTE CIRURGICA E DIAGNOSTICA IMPORTACAO E EXPORTACAO LTDA,9,LABNORTE CIRURGICA E DIA [F0245]
03040543000554,BRUNO M. FAVERO PRODUTOS FARMACEUTICOS LTDA,32,BRUNO M. FAVERO PRODUTOS [F0246]
03062090000133,MED - CARE COMERCIO DE MATERIAIS MEDICOS LTDA,16,MED - CARE COMERCIO DE M [F0247]
03075426000100,"BIODONT INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",2,"BIODONT INDUSTRIA, COMER [F0248]"
03119609000172,DISTRIBUIDORA BRASIL DE MEDICAMENTOS LTDA,7,DISTRIBUIDORA BRASIL DE  [F0249]
03132196000166,PLACIDOS COMERCIAL LTDA,4,PLACIDOS COMERCIAL LTDA [F0250]
03134249000188,MULTIFARMA COMERCIO DE PRODUTOS MEDICOS LTDA,10,MULTIFARMA COMERCIO DE P [F0251]
03134944000140,E J DA SILVA PRODUTOS LABORATORIAIS,3,E J DA SILVA PRODUTOS LA [F0252]
03137251000100,JOILDA DE SOUSA CARVALHO,11,JOILDA DE SOUSA CARVALHO [F0253]
03155958000140,MEDPEJ - EQUIPAMENTOS MEDICOS LTDA,5,MEDPEJ - EQUIPAMENTOS ME [F0254]
03161745000120,C. M. CIRURGICA INDUSTRIA E COMERCIO LTDA,1,C. M. CIRURGICA INDUSTRI [F0255]
03188198000177,BIO-RAD LABORATORIOS BRASIL LTDA.,7,BIO-RAD LABORATORIOS BRA [F0256]
03197867000177,NUTRI CARE LTDA,1,NUTRI CARE LTDA [F0257]
03213418000175,BUNKER COMERCIAL LTDA,1,BUNKER COMERCIAL LTDA [F0258]
03225411000173,MISSNER & MISSNER LTDA.,1,MISSNER & MISSNER LTDA. [F0259]
03233805000173,MOCA COMERCIO DE MEDICAMENTOS LTDA,6,MOCA COMERCIO DE MEDICAM [F0260]
03246587000101,SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,491,SUFRAMED COMERCIO DE MAT [F0261]
03250803000192,FAMA DISTRIBUIDORA HOSPITALAR LTDA,24,FAMA DISTRIBUIDORA HOSPI [F0262]
03278118000174,G.J.F. FRANCA,24,G.J.F. FRANCA [F0263]
03302477000110,ROSSANE SERAFIM MATOS,3,ROSSANE SERAFIM MATOS [F0264]
03307478000157,MAX FILMES COMERCIO LTDA,1,MAX FILMES COMERCIO LTDA [F0265]
03315618000139,DISTRIBUIDORA NOGUEIRA DE MEDICAMENTOS LTDA,151,DISTRIBUIDORA NOGUEIRA D [F0266]
03321370000119,BRIATO COMERCIO MEDICO-HOSPITALAR E SERVICOS LTDA,38,BRIATO COMERCIO MEDICO-H [F0267]
03326125000102,DONEGATE DISTRIBUIDORA LTDA,4,DONEGATE DISTRIBUIDORA L [F0268]
03330630000112,WELLINGTON MORALES LAUREANO,337,WELLINGTON MORALES LAURE [F0269]
03359898000268,REDE BRASIL EMPREENDIMENTOS FARMACEUTICOS LTDA,2,REDE BRASIL EMPREENDIMEN [F0270]
03362758000168,APOTEK COMERCIAL LTDA,2,APOTEK COMERCIAL LTDA [F0271]
03394608000136,JOAO BATISTA MARTINS ARRUDA,4,JOAO BATISTA MARTINS ARR [F0272]
03402979000112,M.N.P. CUSTODIO COMERCIO DE PRODUTOS HOSPITALARES LTDA,19,M.N.P. CUSTODIO COMERCIO [F0273]
03402979000384,M.N.P. CUSTODIO COMERCIO DE PRODUTOS HOSPITALARES LTDA,13,M.N.P. CUSTODIO COMERCIO [F0274]
03407436000198,SULMED - ARTIGOS HOSPITALARES LTDA,50,SULMED - ARTIGOS HOSPITA [F0275]
03411908000186,GREEN FARMACEUTICA LTDA,109,GREEN FARMACEUTICA LTDA [F0276]
03426484000123,SALDANHA RODRIGUES LTDA,7,SALDANHA RODRIGUES LTDA [F0277]
03431790000158,RAQUEL NOGUEIRA SOROCABA LTDA,1,RAQUEL NOGUEIRA SOROCABA [F0278]
03434334000161,MEDIMPORT COMERCIO DE PRODUTOS HOSPITALARES LTDA,58,MEDIMPORT COMERCIO DE PR [F0279]
03460198000184,DISTRIBUIDORA VIDA LTDA,327,DISTRIBUIDORA VIDA LTDA [F0280]
03460480000161,A P LIMA PRODUTOS HOSPITALARES,5,A P LIMA PRODUTOS HOSPIT [F0281]
03475822000117,BLUE OCEAN CONFECCOES S.A.,1,BLUE OCEAN CONFECCOES S. [F0282]
03479428000157,ATUANTE COMERCIAL LTDA,1,ATUANTE COMERCIAL LTDA [F0283]
03485572000104,GEOLAB INDUSTRIA FARMACEUTICA S/A,75,GEOLAB INDUSTRIA FARMACE [F0284]
03489343000150,BK COMERCIAL DE EQUIPAMENTOS TECNOLOGICOS LTDA.,4,BK COMERCIAL DE EQUIPAME [F0285]
03492927000184,FARMACIA NOSSA SENHORA DE FATIMA DE LINS LTDA,63,FARMACIA NOSSA SENHORA D [F0286]
03505263000140,PRODUVALE PRODUTOS HOSPITALARES LTDA,94,PRODUVALE PRODUTOS HOSPI [F0287]
03507415000144,ESTADO DE MATO GROSSO,1,ESTADO DE MATO GROSSO [F0288]
03521785000136,MEDMASTER COMERCIAL LTDA,1,MEDMASTER COMERCIAL LTDA [F0289]
03526176000170,DENTMED - MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,47,DENTMED - MATERIAIS MEDI [F0290]
03530984000291,CABORONGA COMERCIAL LTDA,7,CABORONGA COMERCIAL LTDA [F0291]
03545386000105,"ARUNK EPI,MATERIAL DE LIMPEZA E FERRAMENTAL LTDA",2,"ARUNK EPI,MATERIAL DE LI [F0292]"
03555829000149,DROGARIA PIPPER LTDA,5,DROGARIA PIPPER LTDA [F0293]
03560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.,2,MERCK SHARP & DOHME FARM [F0294]
03578434000161,CALUX COMERCIAL LTDA,2,CALUX COMERCIAL LTDA [F0295]
03580760000103,PH COMERCIO E IMPORTACAO DE PRODUTOS HOSPITALARES LTDA,5,PH COMERCIO E IMPORTACAO [F0296]
03595984000199,JR LACERDA MATERIAL MEDICO HOSPITALAR LTDA,367,JR LACERDA MATERIAL MEDI [F0297]
03596923000146,MEDIMAC COMERCIO DE ARTIGOS MEDICOS LTDA,36,MEDIMAC COMERCIO DE ARTI [F0298]
03602727000137,D L HOSPITALAR DISTRIBUIDORA DE MEDICAMENTOS LTDA,179,D L HOSPITALAR DISTRIBUI [F0299]
03606635000125,FLEX HOSPITALAR LTDA,47,FLEX HOSPITALAR LTDA [F0300]
03610682001890,DROGARIA LVD LTDA,9,DROGARIA LVD LTDA [F0301]
03612312000144,NUTRIPORT COMERCIAL LTDA.,54,NUTRIPORT COMERCIAL LTDA [F0302]
03612312000306,NUTRIPORT COMERCIAL LTDA.,13,NUTRIPORT COMERCIAL LTDA [F0303]
03612312000497,NUTRIPORT COMERCIAL LTDA.,42,NUTRIPORT COMERCIAL LTDA [F0304]
03620716000180,CMOS DRAKE DO NORDESTE S.A,5,CMOS DRAKE DO NORDESTE S [F0305]
03624188000137,EDIVALDO BATISTA DOS SANTOS EMBALAGENS LTDA,8,EDIVALDO BATISTA DOS SAN [F0306]
03626752000150,DN MEDICAMENTOS E PRODUTOS ODONTOLOGICOS LTDA,3,DN MEDICAMENTOS E PRODUT [F0307]
03634617000157,AZULPHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,116,AZULPHARMA DISTRIBUIDORA [F0308]
03648990000167,MC SURGICAL PRODUTOS MEDICO HOSPITALARES LTDA,6,MC SURGICAL PRODUTOS MED [F0309]
03652030000170,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,5648,CENTERMEDI-COMERCIO DE P [F0310]
03652030000332,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,1832,CENTERMEDI-COMERCIO DE P [F0311]
03652030000685,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,55,CENTERMEDI-COMERCIO DE P [F0312]
03656245000160,S T IRAJA AGRICOLA LTDA,1,S T IRAJA AGRICOLA LTDA [F0313]
03661563000119,HOSPIMEDICAL MATERIAIS MEDICOS HOSPITALARES LTDA,20,HOSPIMEDICAL MATERIAIS M [F0314]
03679808000135,BIO INFINITY COMERCIO HOSPITALAR E LOCACAO LTDA,9,BIO INFINITY COMERCIO HO [F0315]
03696880000170,CIRURGICA MOSQUEIRA LTDA,1,CIRURGICA MOSQUEIRA LTDA [F0316]
03716644000179,CASA DO BOI PRODUTOS AGROPECUARIOS LTDA,3,CASA DO BOI PRODUTOS AGR [F0317]
03748673000112,ELLO DISTRIBUIDORA DE MEDICAMENTOS LTDA,447,ELLO DISTRIBUIDORA DE ME [F0318]
03749855000108,R.A.M MARQUES COMERCIO DE PRODUTOS MEDICOS LTDA,10,R.A.M MARQUES COMERCIO D [F0319]
03755215000534,DIVCOM S/A,13,DIVCOM S/A [F0320]
03779851000172,NOVA PREDILETA GESTAO E ADMINISTRACAO LTDA,22,NOVA PREDILETA GESTAO E  [F0321]
03782783000109,DISTRIBUIDORA NOGAMI LTDA,73,DISTRIBUIDORA NOGAMI LTD [F0322]
03812429000171,POLYSUTURE INDUSTRIA E COMERCIO LTDA,10,POLYSUTURE INDUSTRIA E C [F0323]
03816770000103,SUPER DIME LOCACAO E COMERCIO DE EQUIPAMENTOS PARA EVENTOS LTDA,1,SUPER DIME LOCACAO E COM [F0324]
03817043000152,PHARMAPLUS LTDA,653,PHARMAPLUS LTDA [F0325]
03817702000150,VOLUS INSTITUICAO DE PAGAMENTO LTDA,137,VOLUS INSTITUICAO DE PAG [F0326]
03828079000131,SICAFLA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,147,SICAFLA COMERCIO DE PROD [F0327]
03840189000119,RS MED LTDA,14,RS MED LTDA [F0328]
03869526000281,J.R.D. INDUSTRIA FARMACEUTICA LTDA,7,J.R.D. INDUSTRIA FARMACE [F0329]
03889336000145,PRO-VIDA COMERCIO DE EQUIPAMENTOS LTDA,19,PRO-VIDA COMERCIO DE EQU [F0330]
03894963000174,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA",3022,SAO MARCOS DISTRIBUIDORA [F0331]
03919932000120,MUNIZ & ROCHA LTDA,8,MUNIZ & ROCHA LTDA [F0332]
03924435000110,DIMENSAO COMERCIO DE ARTIGOS MEDICOS HOSPITALARES LTDA,495,DIMENSAO COMERCIO DE ART [F0333]
03944035000177,BARBALUI COMERCIAL LTDA,1,BARBALUI COMERCIAL LTDA [F0334]
03945035000191,ACACIA COMERCIO DE MEDICAMENTOS LTDA,3122,ACACIA COMERCIO DE MEDIC [F0335]
03946428000110,DISTRIBUIDORA DE MEDICAMENTOS BRASIL MIRACEMA LTDA,27,DISTRIBUIDORA DE MEDICAM [F0336]
03948933000101,REPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,382,REPRESS DISTRIBUIDORA DE [F0337]
03951140000133,DE PAULI COMERCIO REPRESENTACAO IMPORTACAO E EXPORTACAO LTDA,9,DE PAULI COMERCIO REPRES [F0338]
03952368000148,HOSPLIFE COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA,7,HOSPLIFE COMERCIO DE EQU [F0339]
03955303000156,MHOR ZAGO HOSPITALAR LTDA,7,MHOR ZAGO HOSPITALAR LTD [F0340]
03964598000127,MATERMED COMERCIAL DE ARTIGOS MEDICOS LIMITADA,66,MATERMED COMERCIAL DE AR [F0341]
03965517000103,ORTOSHOP COMERCIO LTDA,71,ORTOSHOP COMERCIO LTDA [F0342]
03968926000163,MASIF ARTIGOS MEDICOS E HOSPITALARES LTDA,118,MASIF ARTIGOS MEDICOS E  [F0343]
03976713000183,GAMA-MED DISRIBUIDORA DE MATERIAL HOSPITALAR LTDA,2,GAMA-MED DISRIBUIDORA DE [F0344]
03978166000175,DR.REDDY'S FARMACEUTICA DO BRASIL LTDA,1,DR.REDDY'S FARMACEUTICA  [F0345]
03996962000130,SOUZA & GOMES FARMACIA LTDA,61,SOUZA & GOMES FARMACIA L [F0346]
04013164000104,ORLA DISTRIBUIDORA DE PRODUTOS LTDA,4,ORLA DISTRIBUIDORA DE PR [F0347]
04027894000164,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",100,DUPATRI HOSPITALAR COMER [F0348]
04027894000326,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",10,DUPATRI HOSPITALAR COMER [F0349]
04027894000750,"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",1162,DUPATRI HOSPITALAR COMER [F0350]
04040383000182,INDUSTRIAS H. A. BARONE LTDA,4,INDUSTRIAS H. A. BARONE  [F0351]
04050750000129,RTS RIO S/A,1,RTS RIO S/A [F0352]
04054617000140,REAL DIAGNOSTICA COMERCIO DE PRODUTOS E EQUIPAMENTOS LABORATORIAIS LTDA,2,REAL DIAGNOSTICA COMERCI [F0353]
04063331000121,CIRURGICA UNIAO LTDA,646,CIRURGICA UNIAO LTDA [F0354]
04064641000160,DIMEDONT DISTRIBUIDORA DE MEDICAMENTOS E EQUIPAMENTOS LTDA,55,DIMEDONT DISTRIBUIDORA D [F0355]
04071245000160,"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA",930,LICIMED DISTRIBUIDORA DE [F0356]
04078043000221,MONTEIRO ANTUNES INSUMOS HOSPITALARES SOCIEDADE ANONIMA,1,MONTEIRO ANTUNES INSUMOS [F0357]
04078043000302,MONTEIRO ANTUNES INSUMOS HOSPITALARES SOCIEDADE ANONIMA,1,MONTEIRO ANTUNES INSUMOS [F0358]
04086552000115,BIOPLASMA PRODUTOS PARA LABORATORIOS E CORRELATOS LTDA,9,BIOPLASMA PRODUTOS PARA  [F0359]
04099395000182,SANTISA LABORATORIO FARMACEUTICO S.A,30,SANTISA LABORATORIO FARM [F0360]
04106730000122,EMPORIO HOSPITALAR COMERCIO DE PRODUTOS CIRURGICOS HOSPITALARES LTDA.,14,EMPORIO HOSPITALAR COMER [F0361]
04124669000146,TECNO4 PRODUTOS HOSPITALARES LTDA.,5,TECNO4 PRODUTOS HOSPITAL [F0362]
04128313000180,CENTRO-OESTE PRODUTOS INDUSTRIAIS LTDA,1,CENTRO-OESTE PRODUTOS IN [F0363]
04159536000105,VUELO PHARMA LTDA,7,VUELO PHARMA LTDA [F0364]
04162170000123,ESTRATTI VEGETALI FARMACIA E MANIPULACAO LTDA,59,ESTRATTI VEGETALI FARMAC [F0365]
04168171000185,BIOLOGICAL LTDA,23,BIOLOGICAL LTDA [F0366]
04182003000144,CIRURGICA NEVES LTDA,1,CIRURGICA NEVES LTDA [F0367]
04183656000148,DISTRICENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA,15,DISTRICENTER DISTRIBUIDO [F0368]
04187384000154,LEISTUNG EQUIPAMENTOS LTDA.,3,LEISTUNG EQUIPAMENTOS LT [F0369]
04192876000138,CRISMED COMERCIAL HOSPITALAR LTDA.,130,CRISMED COMERCIAL HOSPIT [F0370]
04198372000125,RENASCER IND. E COM. DE MOVEIS HOSPITALARES LTDA,1,RENASCER IND. E COM. DE  [F0371]
04210418000184,NOSSA PHARMACIA LTDA,715,NOSSA PHARMACIA LTDA [F0372]
04216957000120,DISK MED PADUA DISTRIBUIDORA DE MEDICAMENTOS LTDA,493,DISK MED PADUA DISTRIBUI [F0373]
04230084000100,DISTRIBUIDORA DE MEDICAMENTOS CEDRO LTDA,46,DISTRIBUIDORA DE MEDICAM [F0374]
04234179000100,DISTRIBEN DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,35,DISTRIBEN DISTRIBUIDORA  [F0375]
04237235000152,ENDOCENTER COMERCIAL LTDA,1,ENDOCENTER COMERCIAL LTD [F0376]
04242860000192,MEDI-GLOBE BRASIL LTDA,7,MEDI-GLOBE BRASIL LTDA [F0377]
04245066000100,ALFAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,5,ALFAMED DISTRIBUIDORA DE [F0378]
04254647000109,LUCIANO JOSE DE MORAIS,167,LUCIANO JOSE DE MORAIS [F0379]
04267668000150,DINAMO EXPRESS INDUSTRIA E COMERCIO LTDA,1,DINAMO EXPRESS INDUSTRIA [F0380]
04274988000138,ATIVA COMERCIAL HOSPITALAR LTDA,443,ATIVA COMERCIAL HOSPITAL [F0381]
04274988000219,ATIVA COMERCIAL HOSPITALAR LTDA,21,ATIVA COMERCIAL HOSPITAL [F0382]
04282320000132,C. A. B NASCIMENTO LTDA,34,C. A. B NASCIMENTO LTDA [F0383]
04286678000133,FARMACIA RSF LTDA,43,FARMACIA RSF LTDA [F0384]
04299175000100,RIMACRI COMERCIAL LTDA,1,RIMACRI COMERCIAL LTDA [F0385]
04301884000175,AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA,79,AUROBINDO PHARMA INDUSTR [F0386]
04307650000135,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,53,ONCO PROD DISTRIBUIDORA  [F0387]
04307650000305,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,46,ONCO PROD DISTRIBUIDORA  [F0388]
04307650000488,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,2,ONCO PROD DISTRIBUIDORA  [F0389]
04307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,409,ONCO PROD DISTRIBUIDORA  [F0390]
04307650001530,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,145,ONCO PROD DISTRIBUIDORA  [F0391]
04307650002502,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,336,ONCO PROD DISTRIBUIDORA  [F0392]
04307650002693,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,99,ONCO PROD DISTRIBUIDORA  [F0393]
04307650002855,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,65,ONCO PROD DISTRIBUIDORA  [F0394]
04307650003312,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,1,ONCO PROD DISTRIBUIDORA  [F0395]
04310364000129,EMBRAST INDUSTRIA E COMERCIO LTDA,5,EMBRAST INDUSTRIA E COME [F0396]
04323299000176,PANERARI FARMA LTDA,4,PANERARI FARMA LTDA [F0397]
04340683000187,J DE R L PARRIAO LTDA,12,J DE R L PARRIAO LTDA [F0398]
04355394000151,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.,719,PROHOSP DISTRIBUIDORA DE [F0399]
04355394000232,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.,17,PROHOSP DISTRIBUIDORA DE [F0400]
04355394000313,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.,21,PROHOSP DISTRIBUIDORA DE [F0401]
04356109000117,J A OLIVEIRA COMERCIO,260,J A OLIVEIRA COMERCIO [F0402]
04356658000191,AAF DO BRASIL PRODUTOS ODONTOLOGICOS LTDA,2,AAF DO BRASIL PRODUTOS O [F0403]
04360651000143,ANA MARIA PIRES BELEM,8,ANA MARIA PIRES BELEM [F0404]
04362282000128,D E A FARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,188,D E A FARMA DISTRIBUIDOR [F0405]
04368522000100,PAPEL MASTER SUL LTDA,1,PAPEL MASTER SUL LTDA [F0406]
04369147000104,ABA MED S.A.,19,ABA MED S.A. [F0407]
04372020000144,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,569,WERBRAN DISTRIBUIDORA DE [F0408]
04380569000180,J R G DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA,110,J R G DISTRIBUIDORA DE M [F0409]
04383642000178,SALUTARY CENTRO-NORTE COMERCIAL LTDA,3,SALUTARY CENTRO-NORTE CO [F0410]
04385090000137,MAURO ROBERTO RODRIGUES DE MOURA,166,MAURO ROBERTO RODRIGUES  [F0411]
04389760000193,PRADO PHARMA LTDA,221,PRADO PHARMA LTDA [F0412]
04394210000162,FARMACIA FARMA FLORIDA LTDA,26,FARMACIA FARMA FLORIDA L [F0413]
04415316000286,GENIAL PRODUTOS PARA LIMPEZA LTDA,4,GENIAL PRODUTOS PARA LIM [F0414]
04419989000123,A. R. VERISSIMO LTDA,539,A. R. VERISSIMO LTDA [F0415]
04437209000178,MULTMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,1,MULTMED DISTRIBUIDORA DE [F0416]
04439126000118,BRASIL MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,209,BRASIL MED DISTRIBUIDORA [F0417]
04440002000152,RHOSSE INSTRUMENTOS E EQUIPAMENTOS CIRURGICOS LTDA,4,RHOSSE INSTRUMENTOS E EQ [F0418]
04447291000111,GIAMEDICAL PRODUTOS CIRURGICOS LTDA,2,GIAMEDICAL PRODUTOS CIRU [F0419]
04451626000175,PHOSPODONT LTDA,272,PHOSPODONT LTDA [F0420]
04459117000199,SAMTEC BIOTECNOLOGIA LTDA,5,SAMTEC BIOTECNOLOGIA LTD [F0421]
04470877000105,MEDIGRAM COMERCIO DE MEDICAMENTOS LTDA,1973,MEDIGRAM COMERCIO DE MED [F0422]
04485540000163,J. C. MASCARENHAS AGUIAR & CIA. LTDA,1,J. C. MASCARENHAS AGUIAR [F0423]
04497941000133,DALMEDSUL MEDICAMENTOS LTDA,1,DALMEDSUL MEDICAMENTOS L [F0424]
04506487000130,HELIANTO FARMACEUTICA LTDA,4,HELIANTO FARMACEUTICA LT [F0425]
04508780000136,A. M. B. FARMACEUTICA COMERCIO E DISTRIBUICAO LTDA,20,A. M. B. FARMACEUTICA CO [F0426]
04516470000163,TECNOPRINT IMPRESSOS TECNICOS LTDA,2,TECNOPRINT IMPRESSOS TEC [F0427]
04521989000130,MUNDIAL EMPREENDIMENTO LTDA,45,MUNDIAL EMPREENDIMENTO L [F0428]
04522343000177,FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA,16,FARMACIA DE MANIPULACAO  [F0429]
04523992000192,MEDICAL-HOSP ASSESSORIA E SERVICOS LTDA,17,MEDICAL-HOSP ASSESSORIA  [F0430]
04541813000140,"MB MARTINS SERVICOS, PRODUTOS E EQUIPAMENTOS LTDA",2,"MB MARTINS SERVICOS, PRO [F0431]"
04548553000134,PROSSERV - COMERCIO E SERVICOS LTDA,1,PROSSERV - COMERCIO E SE [F0432]
04550922000123,INTERATIVA NUTRICAO CLINICA LTDA,1,INTERATIVA NUTRICAO CLIN [F0433]
04559470000140,GLOBAL ORGANIZACAO FARMACEUTICA LTDA,1,GLOBAL ORGANIZACAO FARMA [F0434]
04598413000170,RECOL DISTRIBUICAO E COMERCIO LTDA,108,RECOL DISTRIBUICAO E COM [F0435]
04598413000332,RECOL DISTRIBUICAO E COMERCIO LTDA,11,RECOL DISTRIBUICAO E COM [F0436]
04603104000141,"ORTOPONTO COMERCIO DE PRODUTOS DE ORTOPEDIA , SAUDE E RECUPERACAO LTDA",1,ORTOPONTO COMERCIO DE PR [F0437]
04610769000182,OFTALMICA PROLENTES COMERCIO DE MATERIAIS PARA USO MEDICO LTDA,1,OFTALMICA PROLENTES COME [F0438]
04614288000145,DISK LIFE COMERCIO DE PRODUTOS CIRURGICOS LTDA,1,DISK LIFE COMERCIO DE PR [F0439]
04624944000190,RICARDO MOTTA DE ANDRADE,32,RICARDO MOTTA DE ANDRADE [F0440]
04638822000153,NATIVA FARMA LTDA,1,NATIVA FARMA LTDA [F0441]
04650643000131,3 MED COMERCIO DE MEDICAMENTOS LTDA,1,3 MED COMERCIO DE MEDICA [F0442]
04654861000144,INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA,38,INDALABOR INDAIA LABORAT [F0443]
04666364000166,CDH - CENTRO DE DIAGNOSTICO HUMANO LTDA,1,CDH - CENTRO DE DIAGNOST [F0444]
04679119000193,CRM COMERCIAL LTDA,22,CRM COMERCIAL LTDA [F0445]
04707391000130,J E S FONSECA COMERCIO EPP LTDA,21,J E S FONSECA COMERCIO E [F0446]
04709243000154,"BS EQUIPAMENTOS, INDUSTRIA E COMERCIO LTDA",10,"BS EQUIPAMENTOS, INDUSTR [F0447]"
04712762000171,CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTAVEL DA REGIAO DOS CAMPOS DE CIMA DA SERRA - CONDESUS,3,CONSORCIO INTERMUNICIPAL [F0448]
04718347000125,LONGEVITA PRODUTOS HIGIENICOS LTDA - EM LIQUIDACAO,7,LONGEVITA PRODUTOS HIGIE [F0449]
04724729000161,MAXLAB PRODUTOS PARA DIAGNOSTICOS E PESQUISAS LTDA,244,MAXLAB PRODUTOS PARA DIA [F0450]
04727762000145,CRISTIANE DE OLIVEIRA TELES,1,CRISTIANE DE OLIVEIRA TE [F0451]
04752991000110,BIOMM S/A,12,BIOMM S/A [F0452]
04755530000109,REDE DE FARMACIAS PRINCESA LTDA,27,REDE DE FARMACIAS PRINCE [F0453]
04759433000186,FERNAMED LTDA,186,FERNAMED LTDA [F0454]
04762934000111,BIOLINE COMERCIAL LTDA.,1,BIOLINE COMERCIAL LTDA. [F0455]
04779188000179,FASTMED COMERCIO LTDA,3,FASTMED COMERCIO LTDA [F0456]
04780117000196,EUTICA ATACADISTA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,160,EUTICA ATACADISTA DE MED [F0457]
04790439000116,BELLE PHARMA FARMACIA DE MANIPULACAO LTDA,1,BELLE PHARMA FARMACIA DE [F0458]
